,Iso3_code,Country,Region,Subregion,Indicator,Dimension,Category,Sex,Age,Year,Unit of measurement,VALUE,Source
23483,SVK,Slovakia,Europe,Eastern Europe,Victims of serious assault,by relationship to perpetrator,Perpetrator unknown to the victim,Male,Total,2021,"Rate per 100,000 population","28,94861996",CTS
23484,SVN,Slovenia,Europe,Southern Europe,Victims of serious assault,by relationship to perpetrator,Perpetrator unknown to the victim,Male,Total,2021,"Rate per 100,000 population","4,318547316",CTS
23485,SWE,Sweden,Europe,Northern Europe,Victims of serious assault,by relationship to perpetrator,Perpetrator unknown to the victim,Male,Total,2021,"Rate per 100,000 population","39,14641099",CTS
23486,AUT,Austria,Europe,Western Europe,Victims of serious assault,by relationship to perpetrator,Perpetrator unknown to the victim,Male,Total,2022,"Rate per 100,000 population","67,4814886",CTS
23487,BLZ,Belize,Americas,Latin America and the Caribbean,Victims of serious assault,by relationship to perpetrator,Perpetrator unknown to the victim,Male,Total,2022,"Rate per 100,000 population","1,96321909",CTS
23488,BOL,Bolivia (Plurinational State of),Americas,Latin America and the Caribbean,Victims of serious assault,by relationship to perpetrator,Perpetrator unknown to the victim,Male,Total,2022,"Rate per 100,000 population","0,032645794",CTS
23489,CAN,Canada,Americas,Northern America,Victims of serious assault,by relationship to perpetrator,Perpetrator unknown to the victim,Male,Total,2022,"Rate per 100,000 population","11,58013265",CTS
23490,CHE,Switzerland,Europe,Western Europe,Victims of serious assault,by relationship to perpetrator,Perpetrator unknown to the victim,Male,Total,2022,"Rate per 100,000 population","6,289692162",CTS
23491,CZE,Czechia,Europe,Eastern Europe,Victims of serious assault,by relationship to perpetrator,Perpetrator unknown to the victim,Male,Total,2022,"Rate per 100,000 population",0,CTS
23492,DEU,Germany,Europe,Western Europe,Victims of serious assault,by relationship to perpetrator,Perpetrator unknown to the victim,Male,Total,2022,"Rate per 100,000 population","146,1361306",CTS
23493,DOM,Dominican Republic,Americas,Latin America and the Caribbean,Victims of serious assault,by relationship to perpetrator,Perpetrator unknown to the victim,Male,Total,2022,"Rate per 100,000 population","20,00262146",NGO/CTS
23494,ESP,Spain,Europe,Southern Europe,Victims of serious assault,by relationship to perpetrator,Perpetrator unknown to the victim,Male,Total,2022,"Rate per 100,000 population","65,85421584",CTS
23495,HND,Honduras,Americas,Latin America and the Caribbean,Victims of serious assault,by relationship to perpetrator,Perpetrator unknown to the victim,Male,Total,2022,"Rate per 100,000 population",0,CTS
23496,HRV,Croatia,Europe,Southern Europe,Victims of serious assault,by relationship to perpetrator,Perpetrator unknown to the victim,Male,Total,2022,"Rate per 100,000 population","4,890374114",CTS
23497,IRL,Ireland,Europe,Northern Europe,Victims of serious assault,by relationship to perpetrator,Perpetrator unknown to the victim,Male,Total,2022,"Rate per 100,000 population","44,46694794",CTS
23498,KNA,Saint Kitts and Nevis,Americas,Latin America and the Caribbean,Victims of serious assault,by relationship to perpetrator,Perpetrator unknown to the victim,Male,Total,2022,"Rate per 100,000 population","108,6436921",CTS
23499,LTU,Lithuania,Europe,Northern Europe,Victims of serious assault,by relationship to perpetrator,Perpetrator unknown to the victim,Male,Total,2022,"Rate per 100,000 population","2,477433101",CTS
23500,LVA,Latvia,Europe,Northern Europe,Victims of serious assault,by relationship to perpetrator,Perpetrator unknown to the victim,Male,Total,2022,"Rate per 100,000 population","3,494794794",CTS
23501,MAR,Morocco,Africa,Northern Africa,Victims of serious assault,by relationship to perpetrator,Perpetrator unknown to the victim,Male,Total,2022,"Rate per 100,000 population","0,461480489",CTS
23502,MEX,Mexico,Americas,Latin America and the Caribbean,Victims of serious assault,by relationship to perpetrator,Perpetrator unknown to the victim,Male,Total,2022,"Rate per 100,000 population","49,26926991",CTS
23503,MMR,Myanmar,Asia,South-eastern Asia,Victims of serious assault,by relationship to perpetrator,Perpetrator unknown to the victim,Male,Total,2022,"Rate per 100,000 population","0,278163441",CTS
23504,SLV,El Salvador,Americas,Latin America and the Caribbean,Victims of serious assault,by relationship to perpetrator,Perpetrator unknown to the victim,Male,Total,2022,"Rate per 100,000 population","69,18532867",CTS
23505,SVK,Slovakia,Europe,Eastern Europe,Victims of serious assault,by relationship to perpetrator,Perpetrator unknown to the victim,Male,Total,2022,"Rate per 100,000 population","32,74657253",CTS
23506,SVN,Slovenia,Europe,Southern Europe,Victims of serious assault,by relationship to perpetrator,Perpetrator unknown to the victim,Male,Total,2022,"Rate per 100,000 population","3,566017542",CTS
23507,SWE,Sweden,Europe,Northern Europe,Victims of serious assault,by relationship to perpetrator,Perpetrator unknown to the victim,Male,Total,2022,"Rate per 100,000 population","37,33578602",CTS
23602,AUT,Austria,Europe,Western Europe,Victims of serious assault,by relationship to perpetrator,Perpetrator unknown to the victim,Female,Total,2019,"Rate per 100,000 population","8,931753425",CTS
23603,BHS,Bahamas,Americas,Latin America and the Caribbean,Victims of serious assault,by relationship to perpetrator,Perpetrator unknown to the victim,Female,Total,2019,"Rate per 100,000 population","20,39649844",CTS
23604,BOL,Bolivia (Plurinational State of),Americas,Latin America and the Caribbean,Victims of serious assault,by relationship to perpetrator,Perpetrator unknown to the victim,Female,Total,2019,"Rate per 100,000 population","0,085310853",CTS
23605,CAN,Canada,Americas,Northern America,Victims of serious assault,by relationship to perpetrator,Perpetrator unknown to the victim,Female,Total,2019,"Rate per 100,000 population","1,578269203",CTS
23606,CHE,Switzerland,Europe,Western Europe,Victims of serious assault,by relationship to perpetrator,Perpetrator unknown to the victim,Female,Total,2019,"Rate per 100,000 population","0,532115114",CTS
23607,DEU,Germany,Europe,Western Europe,Victims of serious assault,by relationship to perpetrator,Perpetrator unknown to the victim,Female,Total,2019,"Rate per 100,000 population","29,58843821",CTS
23608,DOM,Dominican Republic,Americas,Latin America and the Caribbean,Victims of serious assault,by relationship to perpetrator,Perpetrator unknown to the victim,Female,Total,2019,"Rate per 100,000 population","0,739443702",NGO/CTS
23609,ESP,Spain,Europe,Southern Europe,Victims of serious assault,by relationship to perpetrator,Perpetrator unknown to the victim,Female,Total,2019,"Rate per 100,000 population","9,209921878",CTS
23610,HRV,Croatia,Europe,Southern Europe,Victims of serious assault,by relationship to perpetrator,Perpetrator unknown to the victim,Female,Total,2019,"Rate per 100,000 population","0,376958062",CTS
23611,KGZ,Kyrgyzstan,Asia,Central Asia,Victims of serious assault,by relationship to perpetrator,Perpetrator unknown to the victim,Female,Total,2019,"Rate per 100,000 population","0,031069341",CTS
23612,KNA,Saint Kitts and Nevis,Americas,Latin America and the Caribbean,Victims of serious assault,by relationship to perpetrator,Perpetrator unknown to the victim,Female,Total,2019,"Rate per 100,000 population","12,21398909",CTS
23613,LTU,Lithuania,Europe,Northern Europe,Victims of serious assault,by relationship to perpetrator,Perpetrator unknown to the victim,Female,Total,2019,"Rate per 100,000 population","0,263643901",CTS
23614,LVA,Latvia,Europe,Northern Europe,Victims of serious assault,by relationship to perpetrator,Perpetrator unknown to the victim,Female,Total,2019,"Rate per 100,000 population","0,581364929",CTS
23615,MEX,Mexico,Americas,Latin America and the Caribbean,Victims of serious assault,by relationship to perpetrator,Perpetrator unknown to the victim,Female,Total,2019,"Rate per 100,000 population","36,62864247",CTS
23616,MNG,Mongolia,Asia,Eastern Asia,Victims of serious assault,by relationship to perpetrator,Perpetrator unknown to the victim,Female,Total,2019,"Rate per 100,000 population","0,122975894",CTS
23617,SLV,El Salvador,Americas,Latin America and the Caribbean,Victims of serious assault,by relationship to perpetrator,Perpetrator unknown to the victim,Female,Total,2019,"Rate per 100,000 population","78,07939887",CTS
23618,SVK,Slovakia,Europe,Eastern Europe,Victims of serious assault,by relationship to perpetrator,Perpetrator unknown to the victim,Female,Total,2019,"Rate per 100,000 population","10,39105481",CTS
23619,SVN,Slovenia,Europe,Southern Europe,Victims of serious assault,by relationship to perpetrator,Perpetrator unknown to the victim,Female,Total,2019,"Rate per 100,000 population","0,47401003",CTS
23620,SWE,Sweden,Europe,Northern Europe,Victims of serious assault,by relationship to perpetrator,Perpetrator unknown to the victim,Female,Total,2019,"Rate per 100,000 population","7,757775603",CTS
23621,AUT,Austria,Europe,Western Europe,Victims of serious assault,by relationship to perpetrator,Perpetrator unknown to the victim,Female,Total,2020,"Rate per 100,000 population","9,856514781",CTS
23622,BHS,Bahamas,Americas,Latin America and the Caribbean,Victims of serious assault,by relationship to perpetrator,Perpetrator unknown to the victim,Female,Total,2020,"Rate per 100,000 population","11,7943722",CTS
23623,BOL,Bolivia (Plurinational State of),Americas,Latin America and the Caribbean,Victims of serious assault,by relationship to perpetrator,Perpetrator unknown to the victim,Female,Total,2020,"Rate per 100,000 population","0,151416068",CTS
23624,CAN,Canada,Americas,Northern America,Victims of serious assault,by relationship to perpetrator,Perpetrator unknown to the victim,Female,Total,2020,"Rate per 100,000 population","1,164610753",CTS
23625,CHE,Switzerland,Europe,Western Europe,Victims of serious assault,by relationship to perpetrator,Perpetrator unknown to the victim,Female,Total,2020,"Rate per 100,000 population","0,574368155",CTS
23626,CZE,Czechia,Europe,Eastern Europe,Victims of serious assault,by relationship to perpetrator,Perpetrator unknown to the victim,Female,Total,2020,"Rate per 100,000 population","0,018714434",CTS
23627,DEU,Germany,Europe,Western Europe,Victims of serious assault,by relationship to perpetrator,Perpetrator unknown to the victim,Female,Total,2020,"Rate per 100,000 population","27,76361894",CTS
23628,DOM,Dominican Republic,Americas,Latin America and the Caribbean,Victims of serious assault,by relationship to perpetrator,Perpetrator unknown to the victim,Female,Total,2020,"Rate per 100,000 population","0,63959861",NGO/CTS
23629,ESP,Spain,Europe,Southern Europe,Victims of serious assault,by relationship to perpetrator,Perpetrator unknown to the victim,Female,Total,2020,"Rate per 100,000 population","7,569022822",CTS
23630,GRC,Greece,Europe,Southern Europe,Victims of serious assault,by relationship to perpetrator,Perpetrator unknown to the victim,Female,Total,2020,"Rate per 100,000 population","0,018652384",CTS
23631,HRV,Croatia,Europe,Southern Europe,Victims of serious assault,by relationship to perpetrator,Perpetrator unknown to the victim,Female,Total,2020,"Rate per 100,000 population","0,285277539",CTS
23632,KNA,Saint Kitts and Nevis,Americas,Latin America and the Caribbean,Victims of serious assault,by relationship to perpetrator,Perpetrator unknown to the victim,Female,Total,2020,"Rate per 100,000 population","8,139842494",CTS
23633,LTU,Lithuania,Europe,Northern Europe,Victims of serious assault,by relationship to perpetrator,Perpetrator unknown to the victim,Female,Total,2020,"Rate per 100,000 population","0,200124344",CTS
23634,LVA,Latvia,Europe,Northern Europe,Victims of serious assault,by relationship to perpetrator,Perpetrator unknown to the victim,Female,Total,2020,"Rate per 100,000 population","0,882403117",CTS
23635,MAR,Morocco,Africa,Northern Africa,Victims of serious assault,by relationship to perpetrator,Perpetrator unknown to the victim,Female,Total,2020,"Rate per 100,000 population","6,91233512",CTS
23636,MEX,Mexico,Americas,Latin America and the Caribbean,Victims of serious assault,by relationship to perpetrator,Perpetrator unknown to the victim,Female,Total,2020,"Rate per 100,000 population","6,517535376",CTS
23637,MNG,Mongolia,Asia,Eastern Asia,Victims of serious assault,by relationship to perpetrator,Perpetrator unknown to the victim,Female,Total,2020,"Rate per 100,000 population","0,060304865",CTS
23638,SLV,El Salvador,Americas,Latin America and the Caribbean,Victims of serious assault,by relationship to perpetrator,Perpetrator unknown to the victim,Female,Total,2020,"Rate per 100,000 population","63,93953087",CTS
23639,SVK,Slovakia,Europe,Eastern Europe,Victims of serious assault,by relationship to perpetrator,Perpetrator unknown to the victim,Female,Total,2020,"Rate per 100,000 population","8,488508279",CTS
23640,SVN,Slovenia,Europe,Southern Europe,Victims of serious assault,by relationship to perpetrator,Perpetrator unknown to the victim,Female,Total,2020,"Rate per 100,000 population","0,189637451",CTS
23641,SWE,Sweden,Europe,Northern Europe,Victims of serious assault,by relationship to perpetrator,Perpetrator unknown to the victim,Female,Total,2020,"Rate per 100,000 population","7,320497802",CTS
23642,AUT,Austria,Europe,Western Europe,Victims of serious assault,by relationship to perpetrator,Perpetrator unknown to the victim,Female,Total,2021,"Rate per 100,000 population","9,137112302",CTS
23643,BLZ,Belize,Americas,Latin America and the Caribbean,Victims of serious assault,by relationship to perpetrator,Perpetrator unknown to the victim,Female,Total,2021,"Rate per 100,000 population","34,7081622",CTS
23644,BOL,Bolivia (Plurinational State of),Americas,Latin America and the Caribbean,Victims of serious assault,by relationship to perpetrator,Perpetrator unknown to the victim,Female,Total,2021,"Rate per 100,000 population","0,249131155",CTS
23645,CAN,Canada,Americas,Northern America,Victims of serious assault,by relationship to perpetrator,Perpetrator unknown to the victim,Female,Total,2021,"Rate per 100,000 population","1,463922439",CTS
23646,CHE,Switzerland,Europe,Western Europe,Victims of serious assault,by relationship to perpetrator,Perpetrator unknown to the victim,Female,Total,2021,"Rate per 100,000 population","0,753869234",CTS
23647,CZE,Czechia,Europe,Eastern Europe,Victims of serious assault,by relationship to perpetrator,Perpetrator unknown to the victim,Female,Total,2021,"Rate per 100,000 population",0,CTS
23648,DEU,Germany,Europe,Western Europe,Victims of serious assault,by relationship to perpetrator,Perpetrator unknown to the victim,Female,Total,2021,"Rate per 100,000 population","27,37219108",CTS
23649,DOM,Dominican Republic,Americas,Latin America and the Caribbean,Victims of serious assault,by relationship to perpetrator,Perpetrator unknown to the victim,Female,Total,2021,"Rate per 100,000 population","0,650330133",NGO/CTS
23650,ESP,Spain,Europe,Southern Europe,Victims of serious assault,by relationship to perpetrator,Perpetrator unknown to the victim,Female,Total,2021,"Rate per 100,000 population","9,237994314",CTS
23651,HRV,Croatia,Europe,Southern Europe,Victims of serious assault,by relationship to perpetrator,Perpetrator unknown to the victim,Female,Total,2021,"Rate per 100,000 population","0,240005338",CTS
23652,KNA,Saint Kitts and Nevis,Americas,Latin America and the Caribbean,Victims of serious assault,by relationship to perpetrator,Perpetrator unknown to the victim,Female,Total,2021,"Rate per 100,000 population","12,19933717",CTS
23653,LTU,Lithuania,Europe,Northern Europe,Victims of serious assault,by relationship to perpetrator,Perpetrator unknown to the victim,Female,Total,2021,"Rate per 100,000 population","0,135234459",CTS
23654,LVA,Latvia,Europe,Northern Europe,Victims of serious assault,by relationship to perpetrator,Perpetrator unknown to the victim,Female,Total,2021,"Rate per 100,000 population","0,795291082",CTS
23655,MEX,Mexico,Americas,Latin America and the Caribbean,Victims of serious assault,by relationship to perpetrator,Perpetrator unknown to the victim,Female,Total,2021,"Rate per 100,000 population","12,06649274",CTS
23656,SLV,El Salvador,Americas,Latin America and the Caribbean,Victims of serious assault,by relationship to perpetrator,Perpetrator unknown to the victim,Female,Total,2021,"Rate per 100,000 population","77,37017593",CTS
23657,SVK,Slovakia,Europe,Eastern Europe,Victims of serious assault,by relationship to perpetrator,Perpetrator unknown to the victim,Female,Total,2021,"Rate per 100,000 population","9,147204345",CTS
23658,SVN,Slovenia,Europe,Southern Europe,Victims of serious assault,by relationship to perpetrator,Perpetrator unknown to the victim,Female,Total,2021,"Rate per 100,000 population","0,284565994",CTS
23659,SWE,Sweden,Europe,Northern Europe,Victims of serious assault,by relationship to perpetrator,Perpetrator unknown to the victim,Female,Total,2021,"Rate per 100,000 population","6,025507726",CTS
23660,AUT,Austria,Europe,Western Europe,Victims of serious assault,by relationship to perpetrator,Perpetrator unknown to the victim,Female,Total,2022,"Rate per 100,000 population","10,62045959",CTS
23661,BLZ,Belize,Americas,Latin America and the Caribbean,Victims of serious assault,by relationship to perpetrator,Perpetrator unknown to the victim,Female,Total,2022,"Rate per 100,000 population",0,CTS
23662,BOL,Bolivia (Plurinational State of),Americas,Latin America and the Caribbean,Victims of serious assault,by relationship to perpetrator,Perpetrator unknown to the victim,Female,Total,2022,"Rate per 100,000 population","0,131196008",CTS
23663,CAN,Canada,Americas,Northern America,Victims of serious assault,by relationship to perpetrator,Perpetrator unknown to the victim,Female,Total,2022,"Rate per 100,000 population","1,70078485",CTS
23664,CHE,Switzerland,Europe,Western Europe,Victims of serious assault,by relationship to perpetrator,Perpetrator unknown to the victim,Female,Total,2022,"Rate per 100,000 population","0,772720775",CTS
23665,CZE,Czechia,Europe,Eastern Europe,Victims of serious assault,by relationship to perpetrator,Perpetrator unknown to the victim,Female,Total,2022,"Rate per 100,000 population",0,CTS
23666,DEU,Germany,Europe,Western Europe,Victims of serious assault,by relationship to perpetrator,Perpetrator unknown to the victim,Female,Total,2022,"Rate per 100,000 population","32,73938124",CTS
23667,DOM,Dominican Republic,Americas,Latin America and the Caribbean,Victims of serious assault,by relationship to perpetrator,Perpetrator unknown to the victim,Female,Total,2022,"Rate per 100,000 population","0,536235248",NGO/CTS
23668,ESP,Spain,Europe,Southern Europe,Victims of serious assault,by relationship to perpetrator,Perpetrator unknown to the victim,Female,Total,2022,"Rate per 100,000 population","12,89095156",CTS
23669,HND,Honduras,Americas,Latin America and the Caribbean,Victims of serious assault,by relationship to perpetrator,Perpetrator unknown to the victim,Female,Total,2022,"Rate per 100,000 population",0,CTS
23670,HRV,Croatia,Europe,Southern Europe,Victims of serious assault,by relationship to perpetrator,Perpetrator unknown to the victim,Female,Total,2022,"Rate per 100,000 population","0,386974908",CTS
23671,IRL,Ireland,Europe,Northern Europe,Victims of serious assault,by relationship to perpetrator,Perpetrator unknown to the victim,Female,Total,2022,"Rate per 100,000 population","7,775439006",CTS
23672,KNA,Saint Kitts and Nevis,Americas,Latin America and the Caribbean,Victims of serious assault,by relationship to perpetrator,Perpetrator unknown to the victim,Female,Total,2022,"Rate per 100,000 population","4,057371229",CTS
23673,LTU,Lithuania,Europe,Northern Europe,Victims of serious assault,by relationship to perpetrator,Perpetrator unknown to the victim,Female,Total,2022,"Rate per 100,000 population","0,068568506",CTS
23674,LVA,Latvia,Europe,Northern Europe,Victims of serious assault,by relationship to perpetrator,Perpetrator unknown to the victim,Female,Total,2022,"Rate per 100,000 population","0,503914661",CTS
23675,MAR,Morocco,Africa,Northern Africa,Victims of serious assault,by relationship to perpetrator,Perpetrator unknown to the victim,Female,Total,2022,"Rate per 100,000 population","0,236487907",CTS
23676,MEX,Mexico,Americas,Latin America and the Caribbean,Victims of serious assault,by relationship to perpetrator,Perpetrator unknown to the victim,Female,Total,2022,"Rate per 100,000 population","15,91660075",CTS
23677,MMR,Myanmar,Asia,South-eastern Asia,Victims of serious assault,by relationship to perpetrator,Perpetrator unknown to the victim,Female,Total,2022,"Rate per 100,000 population","0,09920365",CTS
23678,SLV,El Salvador,Americas,Latin America and the Caribbean,Victims of serious assault,by relationship to perpetrator,Perpetrator unknown to the victim,Female,Total,2022,"Rate per 100,000 population","71,14765352",CTS
23679,SVK,Slovakia,Europe,Eastern Europe,Victims of serious assault,by relationship to perpetrator,Perpetrator unknown to the victim,Female,Total,2022,"Rate per 100,000 population","9,563699523",CTS
23680,SVN,Slovenia,Europe,Southern Europe,Victims of serious assault,by relationship to perpetrator,Perpetrator unknown to the victim,Female,Total,2022,"Rate per 100,000 population","0,474280031",CTS
23681,SWE,Sweden,Europe,Northern Europe,Victims of serious assault,by relationship to perpetrator,Perpetrator unknown to the victim,Female,Total,2022,"Rate per 100,000 population","6,249125696",CTS
23794,ATG,Antigua and Barbuda,Americas,Latin America and the Caribbean,Victims of serious assault,by relationship to perpetrator,Relationship to perpetrator is not known,Male,Total,2019,"Rate per 100,000 population","31,84640932",CTS
23795,AUT,Austria,Europe,Western Europe,Victims of serious assault,by relationship to perpetrator,Relationship to perpetrator is not known,Male,Total,2019,"Rate per 100,000 population","2,06046409",CTS
23796,AZE,Azerbaijan,Asia,Western Asia,Victims of serious assault,by relationship to perpetrator,Relationship to perpetrator is not known,Male,Total,2019,"Rate per 100,000 population","5,662137485",CTS
23797,BHS,Bahamas,Americas,Latin America and the Caribbean,Victims of serious assault,by relationship to perpetrator,Relationship to perpetrator is not known,Male,Total,2019,"Rate per 100,000 population","28,38907485",CTS
23798,BOL,Bolivia (Plurinational State of),Americas,Latin America and the Caribbean,Victims of serious assault,by relationship to perpetrator,Relationship to perpetrator is not known,Male,Total,2019,"Rate per 100,000 population","75,85699132",CTS
23799,CAN,Canada,Americas,Northern America,Victims of serious assault,by relationship to perpetrator,Relationship to perpetrator is not known,Male,Total,2019,"Rate per 100,000 population",0,CTS
23800,CHE,Switzerland,Europe,Western Europe,Victims of serious assault,by relationship to perpetrator,Relationship to perpetrator is not known,Male,Total,2019,"Rate per 100,000 population","3,244603613",CTS
23801,DEU,Germany,Europe,Western Europe,Victims of serious assault,by relationship to perpetrator,Relationship to perpetrator is not known,Male,Total,2019,"Rate per 100,000 population","40,09645185",CTS
23802,DNK,Denmark,Europe,Northern Europe,Victims of serious assault,by relationship to perpetrator,Relationship to perpetrator is not known,Male,Total,2019,"Rate per 100,000 population","49,72748781",CTS
23803,DOM,Dominican Republic,Americas,Latin America and the Caribbean,Victims of serious assault,by relationship to perpetrator,Relationship to perpetrator is not known,Male,Total,2019,"Rate per 100,000 population","28,25080207",NGO/CTS
23804,ESP,Spain,Europe,Southern Europe,Victims of serious assault,by relationship to perpetrator,Relationship to perpetrator is not known,Male,Total,2019,"Rate per 100,000 population","34,86136698",CTS
23805,FIN,Finland,Europe,Northern Europe,Victims of serious assault,by relationship to perpetrator,Relationship to perpetrator is not known,Male,Total,2019,"Rate per 100,000 population","39,36518232",CTS
23806,FRA,France,Europe,Western Europe,Victims of serious assault,by relationship to perpetrator,Relationship to perpetrator is not known,Male,Total,2019,"Rate per 100,000 population","522,0535128",CTS
23807,GTM,Guatemala,Americas,Latin America and the Caribbean,Victims of serious assault,by relationship to perpetrator,Relationship to perpetrator is not known,Male,Total,2019,"Rate per 100,000 population","193,8959597",CTS
23808,HRV,Croatia,Europe,Southern Europe,Victims of serious assault,by relationship to perpetrator,Relationship to perpetrator is not known,Male,Total,2019,"Rate per 100,000 population","17,23536737",CTS
23809,ITA,Italy,Europe,Southern Europe,Victims of serious assault,by relationship to perpetrator,Relationship to perpetrator is not known,Male,Total,2019,"Rate per 100,000 population","131,7520067",CTS
23810,KNA,Saint Kitts and Nevis,Americas,Latin America and the Caribbean,Victims of serious assault,by relationship to perpetrator,Relationship to perpetrator is not known,Male,Total,2019,"Rate per 100,000 population","323,9810795",CTS
23811,LTU,Lithuania,Europe,Northern Europe,Victims of serious assault,by relationship to perpetrator,Relationship to perpetrator is not known,Male,Total,2019,"Rate per 100,000 population","3,829159424",CTS
23812,LVA,Latvia,Europe,Northern Europe,Victims of serious assault,by relationship to perpetrator,Relationship to perpetrator is not known,Male,Total,2019,"Rate per 100,000 population","12,77555776",CTS
23813,MEX,Mexico,Americas,Latin America and the Caribbean,Victims of serious assault,by relationship to perpetrator,Relationship to perpetrator is not known,Male,Total,2019,"Rate per 100,000 population","34,63467842",CTS
23814,MNG,Mongolia,Asia,Eastern Asia,Victims of serious assault,by relationship to perpetrator,Relationship to perpetrator is not known,Male,Total,2019,"Rate per 100,000 population","0,622628176",CTS
23815,NOR,Norway,Europe,Northern Europe,Victims of serious assault,by relationship to perpetrator,Relationship to perpetrator is not known,Male,Total,2019,"Rate per 100,000 population","65,9487232",CTS
23816,POL,Poland,Europe,Eastern Europe,Victims of serious assault,by relationship to perpetrator,Relationship to perpetrator is not known,Male,Total,2019,"Rate per 100,000 population","28,05242609",CTS
23817,SVK,Slovakia,Europe,Eastern Europe,Victims of serious assault,by relationship to perpetrator,Relationship to perpetrator is not known,Male,Total,2019,"Rate per 100,000 population","2,741205424",CTS
23818,SVN,Slovenia,Europe,Southern Europe,Victims of serious assault,by relationship to perpetrator,Relationship to perpetrator is not known,Male,Total,2019,"Rate per 100,000 population",0,CTS
23819,SWE,Sweden,Europe,Northern Europe,Victims of serious assault,by relationship to perpetrator,Relationship to perpetrator is not known,Male,Total,2019,"Rate per 100,000 population","29,4768955",CTS
23820,ATG,Antigua and Barbuda,Americas,Latin America and the Caribbean,Victims of serious assault,by relationship to perpetrator,Relationship to perpetrator is not known,Male,Total,2020,"Rate per 100,000 population","49,73381108",CTS
23821,AUT,Austria,Europe,Western Europe,Victims of serious assault,by relationship to perpetrator,Relationship to perpetrator is not known,Male,Total,2020,"Rate per 100,000 population","1,551501169",CTS
23822,AZE,Azerbaijan,Asia,Western Asia,Victims of serious assault,by relationship to perpetrator,Relationship to perpetrator is not known,Male,Total,2020,"Rate per 100,000 population","5,67188053",CTS
23823,BHS,Bahamas,Americas,Latin America and the Caribbean,Victims of serious assault,by relationship to perpetrator,Relationship to perpetrator is not known,Male,Total,2020,"Rate per 100,000 population","5,141229576",CTS
23824,BOL,Bolivia (Plurinational State of),Americas,Latin America and the Caribbean,Victims of serious assault,by relationship to perpetrator,Relationship to perpetrator is not known,Male,Total,2020,"Rate per 100,000 population","51,06573863",CTS
23825,CAN,Canada,Americas,Northern America,Victims of serious assault,by relationship to perpetrator,Relationship to perpetrator is not known,Male,Total,2020,"Rate per 100,000 population","0,00531165",CTS
23826,CHE,Switzerland,Europe,Western Europe,Victims of serious assault,by relationship to perpetrator,Relationship to perpetrator is not known,Male,Total,2020,"Rate per 100,000 population","3,219781591",CTS
23827,CZE,Czechia,Europe,Eastern Europe,Victims of serious assault,by relationship to perpetrator,Relationship to perpetrator is not known,Male,Total,2020,"Rate per 100,000 population","46,88206327",CTS
23828,DEU,Germany,Europe,Western Europe,Victims of serious assault,by relationship to perpetrator,Relationship to perpetrator is not known,Male,Total,2020,"Rate per 100,000 population","40,9991655",CTS
23829,DNK,Denmark,Europe,Northern Europe,Victims of serious assault,by relationship to perpetrator,Relationship to perpetrator is not known,Male,Total,2020,"Rate per 100,000 population","49,21854345",CTS
23830,DOM,Dominican Republic,Americas,Latin America and the Caribbean,Victims of serious assault,by relationship to perpetrator,Relationship to perpetrator is not known,Male,Total,2020,"Rate per 100,000 population","28,16834139",NGO/CTS
23831,ESP,Spain,Europe,Southern Europe,Victims of serious assault,by relationship to perpetrator,Relationship to perpetrator is not known,Male,Total,2020,"Rate per 100,000 population","26,0934331",CTS
23832,FIN,Finland,Europe,Northern Europe,Victims of serious assault,by relationship to perpetrator,Relationship to perpetrator is not known,Male,Total,2020,"Rate per 100,000 population","45,55077997",CTS
23833,FRA,France,Europe,Western Europe,Victims of serious assault,by relationship to perpetrator,Relationship to perpetrator is not known,Male,Total,2020,"Rate per 100,000 population","479,2537584",CTS
23834,GTM,Guatemala,Americas,Latin America and the Caribbean,Victims of serious assault,by relationship to perpetrator,Relationship to perpetrator is not known,Male,Total,2020,"Rate per 100,000 population","168,021996",CTS
23835,HRV,Croatia,Europe,Southern Europe,Victims of serious assault,by relationship to perpetrator,Relationship to perpetrator is not known,Male,Total,2020,"Rate per 100,000 population","14,24519287",CTS
23836,ITA,Italy,Europe,Southern Europe,Victims of serious assault,by relationship to perpetrator,Relationship to perpetrator is not known,Male,Total,2020,"Rate per 100,000 population","114,1648087",CTS
23837,KNA,Saint Kitts and Nevis,Americas,Latin America and the Caribbean,Victims of serious assault,by relationship to perpetrator,Relationship to perpetrator is not known,Male,Total,2020,"Rate per 100,000 population","229,7156727",CTS
23838,LTU,Lithuania,Europe,Northern Europe,Victims of serious assault,by relationship to perpetrator,Relationship to perpetrator is not known,Male,Total,2020,"Rate per 100,000 population","3,784441254",CTS
23839,LVA,Latvia,Europe,Northern Europe,Victims of serious assault,by relationship to perpetrator,Relationship to perpetrator is not known,Male,Total,2020,"Rate per 100,000 population","11,28706776",CTS
23840,MAR,Morocco,Africa,Northern Africa,Victims of serious assault,by relationship to perpetrator,Relationship to perpetrator is not known,Male,Total,2020,"Rate per 100,000 population","69,45618707",CTS
23841,MEX,Mexico,Americas,Latin America and the Caribbean,Victims of serious assault,by relationship to perpetrator,Relationship to perpetrator is not known,Male,Total,2020,"Rate per 100,000 population","23,52752024",CTS
23842,MNG,Mongolia,Asia,Eastern Asia,Victims of serious assault,by relationship to perpetrator,Relationship to perpetrator is not known,Male,Total,2020,"Rate per 100,000 population","0,672332597",CTS
