country,region,subregion,indicator,dimension,category,sex,year,unit_of_measurement,value,source,porcentaje
Guyana,Americas,Latin America and the Caribbean,Victims of sexual violence,by relationship to perpetrator,Intimate partner or family member,Male,2019,"Rate per 100,000 population",2.036550999,CTS,0.002
Croatia,Europe,Southern Europe,Victims of sexual violence,by relationship to perpetrator,Intimate partner or family member,Male,2019,"Rate per 100,000 population",0.547945205,CTS,0.0005
Hungary,Europe,Eastern Europe,Victims of sexual violence,by relationship to perpetrator,Intimate partner or family member,Male,2019,"Rate per 100,000 population",0.277861314,CTS,0.0003
Saint Kitts and Nevis,Americas,Latin America and the Caribbean,Victims of sexual violence,by relationship to perpetrator,Intimate partner or family member,Male,2019,"Rate per 100,000 population",,CTS,
Lithuania,Europe,Northern Europe,Victims of sexual violence,by relationship to perpetrator,Intimate partner or family member,Male,2019,"Rate per 100,000 population",0.375407787,CTS,0.0004
Latvia,Europe,Northern Europe,Victims of sexual violence,by relationship to perpetrator,Intimate partner or family member,Male,2019,"Rate per 100,000 population",0.904464266,CTS,0.0009
Mexico,Americas,Latin America and the Caribbean,Victims of sexual violence,by relationship to perpetrator,Intimate partner or family member,Male,2019,"Rate per 100,000 population",2.095208463,CTS,0.0021
Mongolia,Asia,Eastern Asia,Victims of sexual violence,by relationship to perpetrator,Intimate partner or family member,Male,2019,"Rate per 100,000 population",0.124525635,CTS,0.0001
Panama,Americas,Latin America and the Caribbean,Victims of sexual violence,by relationship to perpetrator,Intimate partner or family member,Male,2019,"Rate per 100,000 population",1.368891792,PPR,0.0014
Romania,Europe,Eastern Europe,Victims of sexual violence,by relationship to perpetrator,Intimate partner or family member,Male,2019,"Rate per 100,000 population",0.476145633,CTS,0.0005
El Salvador,Americas,Latin America and the Caribbean,Victims of sexual violence,by relationship to perpetrator,Intimate partner or family member,Male,2019,"Rate per 100,000 population",1.837904201,CTS,0.0018
Slovakia,Europe,Eastern Europe,Victims of sexual violence,by relationship to perpetrator,Intimate partner or family member,Male,2019,"Rate per 100,000 population",0.938768981,CTS,0.0009
Slovenia,Europe,Southern Europe,Victims of sexual violence,by relationship to perpetrator,Intimate partner or family member,Male,2019,"Rate per 100,000 population",0.472557633,CTS,0.0005
Sweden,Europe,Northern Europe,Victims of sexual violence,by relationship to perpetrator,Intimate partner or family member,Male,2019,"Rate per 100,000 population",1.394439209,CTS,0.0014
Australia,Oceania,Australia and New Zealand,Victims of sexual violence,by relationship to perpetrator,Intimate partner or family member,Male,2020,"Rate per 100,000 population",11.09260947,CTS,0.0111
Austria,Europe,Western Europe,Victims of sexual violence,by relationship to perpetrator,Intimate partner or family member,Male,2020,"Rate per 100,000 population",2.760759432,CTS,0.0028
Bolivia (Plurinational State of),Americas,Latin America and the Caribbean,Victims of sexual violence,by relationship to perpetrator,Intimate partner or family member,Male,2020,"Rate per 100,000 population",2.002577985,CTS,0.002
Canada,Americas,Northern America,Victims of sexual violence,by relationship to perpetrator,Intimate partner or family member,Male,2020,"Rate per 100,000 population",6.62893908,CTS,0.0066
Switzerland,Europe,Western Europe,Victims of sexual violence,by relationship to perpetrator,Intimate partner or family member,Male,2020,"Rate per 100,000 population",2.169852812,CTS,0.0022
Czechia,Europe,Eastern Europe,Victims of sexual violence,by relationship to perpetrator,Intimate partner or family member,Male,2020,"Rate per 100,000 population",0.713255074,CTS,0.0007
Germany,Europe,Western Europe,Victims of sexual violence,by relationship to perpetrator,Intimate partner or family member,Male,2020,"Rate per 100,000 population",2.551351047,CTS,0.0026
Spain,Europe,Southern Europe,Victims of sexual violence,by relationship to perpetrator,Intimate partner or family member,Male,2020,"Rate per 100,000 population",0.710816652,CTS,0.0007
Finland,Europe,Northern Europe,Victims of sexual violence,by relationship to perpetrator,Intimate partner or family member,Male,2020,"Rate per 100,000 population",1.281573391,CTS,0.0013
France,Europe,Western Europe,Victims of sexual violence,by relationship to perpetrator,Intimate partner or family member,Male,2020,"Rate per 100,000 population",7.505731059,CTS,0.0075
Guatemala,Americas,Latin America and the Caribbean,Victims of sexual violence,by relationship to perpetrator,Intimate partner or family member,Male,2020,"Rate per 100,000 population",0.011630234,CTS,0.0
Guyana,Americas,Latin America and the Caribbean,Victims of sexual violence,by relationship to perpetrator,Intimate partner or family member,Male,2020,"Rate per 100,000 population",5.129526968,CTS,0.0051
Croatia,Europe,Southern Europe,Victims of sexual violence,by relationship to perpetrator,Intimate partner or family member,Male,2020,"Rate per 100,000 population",0.250795649,CTS,0.0003
Hungary,Europe,Eastern Europe,Victims of sexual violence,by relationship to perpetrator,Intimate partner or family member,Male,2020,"Rate per 100,000 population",0.556446464,CTS,0.0006
Saint Kitts and Nevis,Americas,Latin America and the Caribbean,Victims of sexual violence,by relationship to perpetrator,Intimate partner or family member,Male,2020,"Rate per 100,000 population",,CTS,
Lithuania,Europe,Northern Europe,Victims of sexual violence,by relationship to perpetrator,Intimate partner or family member,Male,2020,"Rate per 100,000 population",,CTS,
Latvia,Europe,Northern Europe,Victims of sexual violence,by relationship to perpetrator,Intimate partner or family member,Male,2020,"Rate per 100,000 population",0.684064713,CTS,0.0007
Morocco,Africa,Northern Africa,Victims of sexual violence,by relationship to perpetrator,Intimate partner or family member,Male,2020,"Rate per 100,000 population",0.027063664,CTS,0.0
Mexico,Americas,Latin America and the Caribbean,Victims of sexual violence,by relationship to perpetrator,Intimate partner or family member,Male,2020,"Rate per 100,000 population",1.898113952,CTS,0.0019
Mongolia,Asia,Eastern Asia,Victims of sexual violence,by relationship to perpetrator,Intimate partner or family member,Male,2020,"Rate per 100,000 population",,CTS,
Oman,Asia,Western Asia,Victims of sexual violence,by relationship to perpetrator,Intimate partner or family member,Male,2020,"Rate per 100,000 population",0.106353373,CTS,0.0001
Panama,Americas,Latin America and the Caribbean,Victims of sexual violence,by relationship to perpetrator,Intimate partner or family member,Male,2020,"Rate per 100,000 population",0.651504907,PPR,0.0007
Romania,Europe,Eastern Europe,Victims of sexual violence,by relationship to perpetrator,Intimate partner or family member,Male,2020,"Rate per 100,000 population",0.297687204,CTS,0.0003
El Salvador,Americas,Latin America and the Caribbean,Victims of sexual violence,by relationship to perpetrator,Intimate partner or family member,Male,2020,"Rate per 100,000 population",1.834904623,CTS,0.0018
Slovakia,Europe,Eastern Europe,Victims of sexual violence,by relationship to perpetrator,Intimate partner or family member,Male,2020,"Rate per 100,000 population",0.750561702,CTS,0.0008
Slovenia,Europe,Southern Europe,Victims of sexual violence,by relationship to perpetrator,Intimate partner or family member,Male,2020,"Rate per 100,000 population",0.658515499,CTS,0.0007
Sweden,Europe,Northern Europe,Victims of sexual violence,by relationship to perpetrator,Intimate partner or family member,Male,2020,"Rate per 100,000 population",1.628649828,CTS,0.0016
Australia,Oceania,Australia and New Zealand,Victims of sexual violence,by relationship to perpetrator,Intimate partner or family member,Male,2021,"Rate per 100,000 population",9.947349766,CTS,0.0099
Austria,Europe,Western Europe,Victims of sexual violence,by relationship to perpetrator,Intimate partner or family member,Male,2021,"Rate per 100,000 population",2.505060792,CTS,0.0025
Bahamas,Americas,Latin America and the Caribbean,Victims of sexual violence,by relationship to perpetrator,Intimate partner or family member,Male,2021,"Rate per 100,000 population",3.076489213,CTS,0.0031
Belize,Americas,Latin America and the Caribbean,Victims of sexual violence,by relationship to perpetrator,Intimate partner or family member,Male,2021,"Rate per 100,000 population",,CTS,
Bolivia (Plurinational State of),Americas,Latin America and the Caribbean,Victims of sexual violence,by relationship to perpetrator,Intimate partner or family member,Male,2021,"Rate per 100,000 population",1.601043947,CTS,0.0016
Canada,Americas,Northern America,Victims of sexual violence,by relationship to perpetrator,Intimate partner or family member,Male,2021,"Rate per 100,000 population",7.842824522,CTS,0.0078
Switzerland,Europe,Western Europe,Victims of sexual violence,by relationship to perpetrator,Intimate partner or family member,Male,2021,"Rate per 100,000 population",2.387580871,CTS,0.0024
Colombia,Americas,Latin America and the Caribbean,Victims of sexual violence,by relationship to perpetrator,Intimate partner or family member,Male,2021,"Rate per 100,000 population",0.240013453,CTS,0.0002
Czechia,Europe,Eastern Europe,Victims of sexual violence,by relationship to perpetrator,Intimate partner or family member,Male,2021,"Rate per 100,000 population",0.676141796,CTS,0.0007
Germany,Europe,Western Europe,Victims of sexual violence,by relationship to perpetrator,Intimate partner or family member,Male,2021,"Rate per 100,000 population",2.655878503,CTS,0.0027
Spain,Europe,Southern Europe,Victims of sexual violence,by relationship to perpetrator,Intimate partner or family member,Male,2021,"Rate per 100,000 population",0.889491509,CTS,0.0009
Finland,Europe,Northern Europe,Victims of sexual violence,by relationship to perpetrator,Intimate partner or family member,Male,2021,"Rate per 100,000 population",1.023756264,CTS,0.001
France,Europe,Western Europe,Victims of sexual violence,by relationship to perpetrator,Intimate partner or family member,Male,2021,"Rate per 100,000 population",9.254619721,CTS,0.0093
United Kingdom (England and Wales),Europe,Northern Europe,Victims of sexual violence,by relationship to perpetrator,Intimate partner or family member,Male,2021,"Rate per 100,000 population",0.082255622,CTS,0.0001
Guyana,Americas,Latin America and the Caribbean,Victims of sexual violence,by relationship to perpetrator,Intimate partner or family member,Male,2021,"Rate per 100,000 population",4.318716173,CTS,0.0043
Croatia,Europe,Southern Europe,Victims of sexual violence,by relationship to perpetrator,Intimate partner or family member,Male,2021,"Rate per 100,000 population",1.264638827,CTS,0.0013
Hungary,Europe,Eastern Europe,Victims of sexual violence,by relationship to perpetrator,Intimate partner or family member,Male,2021,"Rate per 100,000 population",0.279312565,CTS,0.0003
Saint Kitts and Nevis,Americas,Latin America and the Caribbean,Victims of sexual violence,by relationship to perpetrator,Intimate partner or family member,Male,2021,"Rate per 100,000 population",4.344992396,CTS,0.0043
Lithuania,Europe,Northern Europe,Victims of sexual violence,by relationship to perpetrator,Intimate partner or family member,Male,2021,"Rate per 100,000 population",0.076467916,CTS,0.0001
Latvia,Europe,Northern Europe,Victims of sexual violence,by relationship to perpetrator,Intimate partner or family member,Male,2021,"Rate per 100,000 population",0.576038194,CTS,0.0006
Mexico,Americas,Latin America and the Caribbean,Victims of sexual violence,by relationship to perpetrator,Intimate partner or family member,Male,2021,"Rate per 100,000 population",2.581797137,CTS,0.0026
Romania,Europe,Eastern Europe,Victims of sexual violence,by relationship to perpetrator,Intimate partner or family member,Male,2021,"Rate per 100,000 population",0.460140097,CTS,0.0005
El Salvador,Americas,Latin America and the Caribbean,Victims of sexual violence,by relationship to perpetrator,Intimate partner or family member,Male,2021,"Rate per 100,000 population",1.995548596,CTS,0.002
Slovakia,Europe,Eastern Europe,Victims of sexual violence,by relationship to perpetrator,Intimate partner or family member,Male,2021,"Rate per 100,000 population",0.488742934,CTS,0.0005
Slovenia,Europe,Southern Europe,Victims of sexual violence,by relationship to perpetrator,Intimate partner or family member,Male,2021,"Rate per 100,000 population",0.375525854,CTS,0.0004
Sweden,Europe,Northern Europe,Victims of sexual violence,by relationship to perpetrator,Intimate partner or family member,Male,2021,"Rate per 100,000 population",2.20008899,CTS,0.0022
Australia,Oceania,Australia and New Zealand,Victims of sexual violence,by relationship to perpetrator,Intimate partner or family member,Male,2022,"Rate per 100,000 population",9.701232803,CTS,0.0097
Austria,Europe,Western Europe,Victims of sexual violence,by relationship to perpetrator,Intimate partner or family member,Male,2022,"Rate per 100,000 population",3.794413669,CTS,0.0038
Bahamas,Americas,Latin America and the Caribbean,Victims of sexual violence,by relationship to perpetrator,Intimate partner or family member,Male,2022,"Rate per 100,000 population",2.553397934,CTS,0.0026
Belize,Americas,Latin America and the Caribbean,Victims of sexual violence,by relationship to perpetrator,Intimate partner or family member,Male,2022,"Rate per 100,000 population",0.490804773,CTS,0.0005
Bolivia (Plurinational State of),Americas,Latin America and the Caribbean,Victims of sexual violence,by relationship to perpetrator,Intimate partner or family member,Male,2022,"Rate per 100,000 population",2.268882674,CTS,0.0023
Canada,Americas,Northern America,Victims of sexual violence,by relationship to perpetrator,Intimate partner or family member,Male,2022,"Rate per 100,000 population",7.425308733,CTS,0.0074
Switzerland,Europe,Western Europe,Victims of sexual violence,by relationship to perpetrator,Intimate partner or family member,Male,2022,"Rate per 100,000 population",1.958329061,CTS,0.002
Colombia,Americas,Latin America and the Caribbean,Victims of sexual violence,by relationship to perpetrator,Intimate partner or family member,Male,2022,"Rate per 100,000 population",0.175948907,CTS,0.0002
Czechia,Europe,Eastern Europe,Victims of sexual violence,by relationship to perpetrator,Intimate partner or family member,Male,2022,"Rate per 100,000 population",0.502952719,CTS,0.0005
Germany,Europe,Western Europe,Victims of sexual violence,by relationship to perpetrator,Intimate partner or family member,Male,2022,"Rate per 100,000 population",2.484423612,CTS,0.0025
Spain,Europe,Southern Europe,Victims of sexual violence,by relationship to perpetrator,Intimate partner or family member,Male,2022,"Rate per 100,000 population",0.797972909,CTS,0.0008
Finland,Europe,Northern Europe,Victims of sexual violence,by relationship to perpetrator,Intimate partner or family member,Male,2022,"Rate per 100,000 population",1.424498823,CTS,0.0014
France,Europe,Western Europe,Victims of sexual violence,by relationship to perpetrator,Intimate partner or family member,Male,2022,"Rate per 100,000 population",8.481958795,CTS,0.0085
Guyana,Americas,Latin America and the Caribbean,Victims of sexual violence,by relationship to perpetrator,Intimate partner or family member,Male,2022,"Rate per 100,000 population",8.081175407,CTS,0.0081
Honduras,Americas,Latin America and the Caribbean,Victims of sexual violence,by relationship to perpetrator,Intimate partner or family member,Male,2022,"Rate per 100,000 population",1.006197799,CTS,0.001
Croatia,Europe,Southern Europe,Victims of sexual violence,by relationship to perpetrator,Intimate partner or family member,Male,2022,"Rate per 100,000 population",0.916945146,CTS,0.0009
Hungary,Europe,Eastern Europe,Victims of sexual violence,by relationship to perpetrator,Intimate partner or family member,Male,2022,"Rate per 100,000 population",0.543325224,CTS,0.0005
Ireland,Europe,Northern Europe,Victims of sexual violence,by relationship to perpetrator,Intimate partner or family member,Male,2022,"Rate per 100,000 population",1.20506634,CTS,0.0012
Saint Kitts and Nevis,Americas,Latin America and the Caribbean,Victims of sexual violence,by relationship to perpetrator,Intimate partner or family member,Male,2022,"Rate per 100,000 population",4.345747686,CTS,0.0043
Lithuania,Europe,Northern Europe,Victims of sexual violence,by relationship to perpetrator,Intimate partner or family member,Male,2022,"Rate per 100,000 population",0.077419784,CTS,0.0001
Latvia,Europe,Northern Europe,Victims of sexual violence,by relationship to perpetrator,Intimate partner or family member,Male,2022,"Rate per 100,000 population",1.514411078,CTS,0.0015
Morocco,Africa,Northern Africa,Victims of sexual violence,by relationship to perpetrator,Intimate partner or family member,Male,2022,"Rate per 100,000 population",0.196261817,CTS,0.0002
Mexico,Americas,Latin America and the Caribbean,Victims of sexual violence,by relationship to perpetrator,Intimate partner or family member,Male,2022,"Rate per 100,000 population",2.615967827,CTS,0.0026
Romania,Europe,Eastern Europe,Victims of sexual violence,by relationship to perpetrator,Intimate partner or family member,Male,2022,"Rate per 100,000 population",0.494243431,CTS,0.0005
El Salvador,Americas,Latin America and the Caribbean,Victims of sexual violence,by relationship to perpetrator,Intimate partner or family member,Male,2022,"Rate per 100,000 population",0.99451838,CTS,0.001
Slovakia,Europe,Eastern Europe,Victims of sexual violence,by relationship to perpetrator,Intimate partner or family member,Male,2022,"Rate per 100,000 population",0.507698799,CTS,0.0005
Slovenia,Europe,Southern Europe,Victims of sexual violence,by relationship to perpetrator,Intimate partner or family member,Male,2022,"Rate per 100,000 population",0.844583102,CTS,0.0008
Sweden,Europe,Northern Europe,Victims of sexual violence,by relationship to perpetrator,Intimate partner or family member,Male,2022,"Rate per 100,000 population",2.012558743,CTS,0.002
Australia,Oceania,Australia and New Zealand,Victims of sexual violence,by relationship to perpetrator,Intimate partner or family member,Female,2019,"Rate per 100,000 population",60.18037993,CTS,0.0602
Austria,Europe,Western Europe,Victims of sexual violence,by relationship to perpetrator,Intimate partner or family member,Female,2019,"Rate per 100,000 population",19.68088596,CTS,0.0197
Azerbaijan,Asia,Western Asia,Victims of sexual violence,by relationship to perpetrator,Intimate partner or family member,Female,2019,"Rate per 100,000 population",0.038597684,CTS,0.0
Bolivia (Plurinational State of),Americas,Latin America and the Caribbean,Victims of sexual violence,by relationship to perpetrator,Intimate partner or family member,Female,2019,"Rate per 100,000 population",37.62208623,CTS,0.0376
Canada,Americas,Northern America,Victims of sexual violence,by relationship to perpetrator,Intimate partner or family member,Female,2019,"Rate per 100,000 population",55.95970605,CTS,0.056
Switzerland,Europe,Western Europe,Victims of sexual violence,by relationship to perpetrator,Intimate partner or family member,Female,2019,"Rate per 100,000 population",16.93514188,CTS,0.0169
Germany,Europe,Western Europe,Victims of sexual violence,by relationship to perpetrator,Intimate partner or family member,Female,2019,"Rate per 100,000 population",16.05239243,CTS,0.0161
Spain,Europe,Southern Europe,Victims of sexual violence,by relationship to perpetrator,Intimate partner or family member,Female,2019,"Rate per 100,000 population",5.880533038,CTS,0.0059
Finland,Europe,Northern Europe,Victims of sexual violence,by relationship to perpetrator,Intimate partner or family member,Female,2019,"Rate per 100,000 population",10.90930682,CTS,0.0109
France,Europe,Western Europe,Victims of sexual violence,by relationship to perpetrator,Intimate partner or family member,Female,2019,"Rate per 100,000 population",38.88027806,CTS,0.0389
United Kingdom (England and Wales),Europe,Northern Europe,Victims of sexual violence,by relationship to perpetrator,Intimate partner or family member,Female,2019,"Rate per 100,000 population",0.419198897,CTS,0.0004
Guatemala,Americas,Latin America and the Caribbean,Victims of sexual violence,by relationship to perpetrator,Intimate partner or family member,Female,2019,"Rate per 100,000 population",0.138989383,CTS,0.0001
Guyana,Americas,Latin America and the Caribbean,Victims of sexual violence,by relationship to perpetrator,Intimate partner or family member,Female,2019,"Rate per 100,000 population",42.8643221,CTS,0.0429
Croatia,Europe,Southern Europe,Victims of sexual violence,by relationship to perpetrator,Intimate partner or family member,Female,2019,"Rate per 100,000 population",13.61760997,CTS,0.0136
Hungary,Europe,Eastern Europe,Victims of sexual violence,by relationship to perpetrator,Intimate partner or family member,Female,2019,"Rate per 100,000 population",2.238277171,CTS,0.0022
Kyrgyzstan,Asia,Central Asia,Victims of sexual violence,by relationship to perpetrator,Intimate partner or family member,Female,2019,"Rate per 100,000 population",1.46025905,CTS,0.0015
Saint Kitts and Nevis,Americas,Latin America and the Caribbean,Victims of sexual violence,by relationship to perpetrator,Intimate partner or family member,Female,2019,"Rate per 100,000 population",,CTS,
Lithuania,Europe,Northern Europe,Victims of sexual violence,by relationship to perpetrator,Intimate partner or family member,Female,2019,"Rate per 100,000 population",2.504617064,CTS,0.0025
Latvia,Europe,Northern Europe,Victims of sexual violence,by relationship to perpetrator,Intimate partner or family member,Female,2019,"Rate per 100,000 population",4.747813583,CTS,0.0047
Mexico,Americas,Latin America and the Caribbean,Victims of sexual violence,by relationship to perpetrator,Intimate partner or family member,Female,2019,"Rate per 100,000 population",10.13488949,CTS,0.0101
Mongolia,Asia,Eastern Asia,Victims of sexual violence,by relationship to perpetrator,Intimate partner or family member,Female,2019,"Rate per 100,000 population",0.922319202,CTS,0.0009
Panama,Americas,Latin America and the Caribbean,Victims of sexual violence,by relationship to perpetrator,Intimate partner or family member,Female,2019,"Rate per 100,000 population",19.1104104,PPR,0.0191
Romania,Europe,Eastern Europe,Victims of sexual violence,by relationship to perpetrator,Intimate partner or family member,Female,2019,"Rate per 100,000 population",3.395106738,CTS,0.0034
El Salvador,Americas,Latin America and the Caribbean,Victims of sexual violence,by relationship to perpetrator,Intimate partner or family member,Female,2019,"Rate per 100,000 population",32.75867261,CTS,0.0328
Slovakia,Europe,Eastern Europe,Victims of sexual violence,by relationship to perpetrator,Intimate partner or family member,Female,2019,"Rate per 100,000 population",,CTS,
Slovenia,Europe,Southern Europe,Victims of sexual violence,by relationship to perpetrator,Intimate partner or family member,Female,2019,"Rate per 100,000 population",4.645298295,CTS,0.0046
Sweden,Europe,Northern Europe,Victims of sexual violence,by relationship to perpetrator,Intimate partner or family member,Female,2019,"Rate per 100,000 population",43.92154773,CTS,0.0439
Australia,Oceania,Australia and New Zealand,Victims of sexual violence,by relationship to perpetrator,Intimate partner or family member,Female,2020,"Rate per 100,000 population",67.45366475,CTS,0.0675
Austria,Europe,Western Europe,Victims of sexual violence,by relationship to perpetrator,Intimate partner or family member,Female,2020,"Rate per 100,000 population",19.315233,CTS,0.0193
Bolivia (Plurinational State of),Americas,Latin America and the Caribbean,Victims of sexual violence,by relationship to perpetrator,Intimate partner or family member,Female,2020,"Rate per 100,000 population",35.93608021,CTS,0.0359
Canada,Americas,Northern America,Victims of sexual violence,by relationship to perpetrator,Intimate partner or family member,Female,2020,"Rate per 100,000 population",57.35445657,CTS,0.0574
Switzerland,Europe,Western Europe,Victims of sexual violence,by relationship to perpetrator,Intimate partner or family member,Female,2020,"Rate per 100,000 population",16.95534793,CTS,0.017
Czechia,Europe,Eastern Europe,Victims of sexual violence,by relationship to perpetrator,Intimate partner or family member,Female,2020,"Rate per 100,000 population",5.988619004,CTS,0.006
Germany,Europe,Western Europe,Victims of sexual violence,by relationship to perpetrator,Intimate partner or family member,Female,2020,"Rate per 100,000 population",17.24566091,CTS,0.0172
Spain,Europe,Southern Europe,Victims of sexual violence,by relationship to perpetrator,Intimate partner or family member,Female,2020,"Rate per 100,000 population",6.339263643,CTS,0.0063
Finland,Europe,Northern Europe,Victims of sexual violence,by relationship to perpetrator,Intimate partner or family member,Female,2020,"Rate per 100,000 population",10.50581197,CTS,0.0105
France,Europe,Western Europe,Victims of sexual violence,by relationship to perpetrator,Intimate partner or family member,Female,2020,"Rate per 100,000 population",45.15090075,CTS,0.0452
Guatemala,Americas,Latin America and the Caribbean,Victims of sexual violence,by relationship to perpetrator,Intimate partner or family member,Female,2020,"Rate per 100,000 population",0.125507163,CTS,0.0001
Guyana,Americas,Latin America and the Caribbean,Victims of sexual violence,by relationship to perpetrator,Intimate partner or family member,Female,2020,"Rate per 100,000 population",42.9656091,CTS,0.043
Croatia,Europe,Southern Europe,Victims of sexual violence,by relationship to perpetrator,Intimate partner or family member,Female,2020,"Rate per 100,000 population",12.21938794,CTS,0.0122
Hungary,Europe,Eastern Europe,Victims of sexual violence,by relationship to perpetrator,Intimate partner or family member,Female,2020,"Rate per 100,000 population",3.032650619,CTS,0.003
Kyrgyzstan,Asia,Central Asia,Victims of sexual violence,by relationship to perpetrator,Intimate partner or family member,Female,2020,"Rate per 100,000 population",0.948072538,CTS,0.0009
Saint Kitts and Nevis,Americas,Latin America and the Caribbean,Victims of sexual violence,by relationship to perpetrator,Intimate partner or family member,Female,2020,"Rate per 100,000 population",8.139842494,CTS,0.0081
Lithuania,Europe,Northern Europe,Victims of sexual violence,by relationship to perpetrator,Intimate partner or family member,Female,2020,"Rate per 100,000 population",1.600994751,CTS,0.0016
Latvia,Europe,Northern Europe,Victims of sexual violence,by relationship to perpetrator,Intimate partner or family member,Female,2020,"Rate per 100,000 population",5.098329121,CTS,0.0051
Morocco,Africa,Northern Africa,Victims of sexual violence,by relationship to perpetrator,Intimate partner or family member,Female,2020,"Rate per 100,000 population",0.076864727,CTS,0.0001
Mexico,Americas,Latin America and the Caribbean,Victims of sexual violence,by relationship to perpetrator,Intimate partner or family member,Female,2020,"Rate per 100,000 population",11.69523439,CTS,0.0117
Myanmar,Asia,South-eastern Asia,Victims of sexual violence,by relationship to perpetrator,Intimate partner or family member,Female,2020,"Rate per 100,000 population",0.011186924,CTS,0.0
Mongolia,Asia,Eastern Asia,Victims of sexual violence,by relationship to perpetrator,Intimate partner or family member,Female,2020,"Rate per 100,000 population",0.844268113,CTS,0.0008
Oman,Asia,Western Asia,Victims of sexual violence,by relationship to perpetrator,Intimate partner or family member,Female,2020,"Rate per 100,000 population",0.348307862,CTS,0.0003
Panama,Americas,Latin America and the Caribbean,Victims of sexual violence,by relationship to perpetrator,Intimate partner or family member,Female,2020,"Rate per 100,000 population",9.787809609,PPR,0.0098
Romania,Europe,Eastern Europe,Victims of sexual violence,by relationship to perpetrator,Intimate partner or family member,Female,2020,"Rate per 100,000 population",4.374168572,CTS,0.0044
El Salvador,Americas,Latin America and the Caribbean,Victims of sexual violence,by relationship to perpetrator,Intimate partner or family member,Female,2020,"Rate per 100,000 population",23.03279731,CTS,0.023
Slovakia,Europe,Eastern Europe,Victims of sexual violence,by relationship to perpetrator,Intimate partner or family member,Female,2020,"Rate per 100,000 population",,CTS,
Slovenia,Europe,Southern Europe,Victims of sexual violence,by relationship to perpetrator,Intimate partner or family member,Female,2020,"Rate per 100,000 population",5.12021118,CTS,0.0051
Sweden,Europe,Northern Europe,Victims of sexual violence,by relationship to perpetrator,Intimate partner or family member,Female,2020,"Rate per 100,000 population",43.41812489,CTS,0.0434
Australia,Oceania,Australia and New Zealand,Victims of sexual violence,by relationship to perpetrator,Intimate partner or family member,Female,2021,"Rate per 100,000 population",77.09137454,CTS,0.0771
Austria,Europe,Western Europe,Victims of sexual violence,by relationship to perpetrator,Intimate partner or family member,Female,2021,"Rate per 100,000 population",19.53223282,CTS,0.0195
Bahamas,Americas,Latin America and the Caribbean,Victims of sexual violence,by relationship to perpetrator,Intimate partner or family member,Female,2021,"Rate per 100,000 population",7.985794681,CTS,0.008
Belize,Americas,Latin America and the Caribbean,Victims of sexual violence,by relationship to perpetrator,Intimate partner or family member,Female,2021,"Rate per 100,000 population",9.557320027,CTS,0.0096
Bolivia (Plurinational State of),Americas,Latin America and the Caribbean,Victims of sexual violence,by relationship to perpetrator,Intimate partner or family member,Female,2021,"Rate per 100,000 population",46.30517736,CTS,0.0463
Canada,Americas,Northern America,Victims of sexual violence,by relationship to perpetrator,Intimate partner or family member,Female,2021,"Rate per 100,000 population",69.52329163,CTS,0.0695
Switzerland,Europe,Western Europe,Victims of sexual violence,by relationship to perpetrator,Intimate partner or family member,Female,2021,"Rate per 100,000 population",15.5114306,CTS,0.0155
Colombia,Americas,Latin America and the Caribbean,Victims of sexual violence,by relationship to perpetrator,Intimate partner or family member,Female,2021,"Rate per 100,000 population",3.6511562,CTS,0.0037
Czechia,Europe,Eastern Europe,Victims of sexual violence,by relationship to perpetrator,Intimate partner or family member,Female,2021,"Rate per 100,000 population",5.773929658,CTS,0.0058
Germany,Europe,Western Europe,Victims of sexual violence,by relationship to perpetrator,Intimate partner or family member,Female,2021,"Rate per 100,000 population",18.71040487,CTS,0.0187
Spain,Europe,Southern Europe,Victims of sexual violence,by relationship to perpetrator,Intimate partner or family member,Female,2021,"Rate per 100,000 population",7.714158864,CTS,0.0077
Finland,Europe,Northern Europe,Victims of sexual violence,by relationship to perpetrator,Intimate partner or family member,Female,2021,"Rate per 100,000 population",12.53138648,CTS,0.0125
France,Europe,Western Europe,Victims of sexual violence,by relationship to perpetrator,Intimate partner or family member,Female,2021,"Rate per 100,000 population",58.3389601,CTS,0.0583
United Kingdom (England and Wales),Europe,Northern Europe,Victims of sexual violence,by relationship to perpetrator,Intimate partner or family member,Female,2021,"Rate per 100,000 population",0.598286625,CTS,0.0006
Guyana,Americas,Latin America and the Caribbean,Victims of sexual violence,by relationship to perpetrator,Intimate partner or family member,Female,2021,"Rate per 100,000 population",89.30928877,CTS,0.0893
Croatia,Europe,Southern Europe,Victims of sexual violence,by relationship to perpetrator,Intimate partner or family member,Female,2021,"Rate per 100,000 population",7.488166537,CTS,0.0075
Hungary,Europe,Eastern Europe,Victims of sexual violence,by relationship to perpetrator,Intimate partner or family member,Female,2021,"Rate per 100,000 population",2.828601393,CTS,0.0028
Saint Kitts and Nevis,Americas,Latin America and the Caribbean,Victims of sexual violence,by relationship to perpetrator,Intimate partner or family member,Female,2021,"Rate per 100,000 population",32.53156578,CTS,0.0325
Lithuania,Europe,Northern Europe,Victims of sexual violence,by relationship to perpetrator,Intimate partner or family member,Female,2021,"Rate per 100,000 population",2.16375135,CTS,0.0022
